customer_id,age,age_group,gender,region,device,subscription_type,monthly_fee,annual_value,payment_method,number_of_profiles,favorite_genre,watch_hours,avg_watch_time_per_day,engagement_level,last_login_days,recency_flag,churned,churn_status,revenue_at_risk
9df43ad1-d6ee-44d0-a79b-c8ab444f10bf,28,26-35,Other,South America,Mobile,Standard,13.99,167.88,Crypto,5,Horror,22.26,0.57,High,38,At Risk,0,Retained,0.0
4690bf9c-b828-44d3-bdb6-f91b10668288,47,46-55,Other,South America,TV,Standard,13.99,167.88,Crypto,1,Sci-Fi,7.92,0.33,Medium,23,At Risk,0,Retained,0.0
0aac0e54-7d40-4cf2-abe4-45f3ff73f5ff,49,46-55,Female,South America,Mobile,Basic,8.99,107.88,Crypto,3,Documentary,5.26,0.15,Low,33,At Risk,1,Churned,8.99
e2a75072-5f48-47ed-a533-eb1b0301aad9,39,36-45,Female,Oceania,Mobile,Basic,8.99,107.88,PayPal,1,Comedy,10.97,1.0,High,10,Active,0,Retained,0.0
25db8257-f409-4acd-81f8-99629fbf15a0,32,26-35,Female,South America,Desktop,Premium,17.99,215.88,Crypto,1,Action,40.94,5.12,High,7,Active,0,Retained,0.0
bf48551e-a8e6-4fd9-bb32-3f798ed84680,46,46-55,Other,Europe,Tablet,Premium,17.99,215.88,Debit Card,3,Comedy,1.25,0.09,Low,13,Active,1,Churned,17.99
3819aaed-bed6-49c8-ab53-0fd9d917e4e1,48,46-55,Female,Africa,Desktop,Standard,13.99,167.88,Crypto,2,Action,8.12,0.25,Medium,32,At Risk,1,Churned,13.99
e2f28860-44e4-4fc2-a445-014332e7fb11,68,56+,Female,Oceania,Tablet,Premium,17.99,215.88,PayPal,4,Romance,7.67,0.19,Medium,40,At Risk,0,Retained,0.0
a088d61d-be5a-409e-b943-73b145b358d1,21,18-25,Female,South America,Laptop,Standard,13.99,167.88,Credit Card,1,Comedy,15.53,0.55,High,27,At Risk,0,Retained,0.0
109cc416-0a22-4c41-93e9-2c7dd24ddd3f,60,56+,Male,Oceania,Tablet,Basic,8.99,107.88,Crypto,2,Comedy,31.9,6.38,High,4,Active,0,Retained,0.0
a8c8dcff-92d3-4a79-849d-42c6e6bbc7bc,70,56+,Other,Europe,Laptop,Premium,17.99,215.88,Gift Card,5,Drama,7.97,0.14,Low,57,At Risk,1,Churned,17.99
8071c1be-1197-49a1-aa75-5fb6a6b3087a,53,46-55,Other,South America,Tablet,Standard,13.99,167.88,Crypto,1,Action,43.02,0.98,High,43,At Risk,0,Retained,0.0
98b7c57d-1094-45dd-bb45-d9bb8dff9b83,36,36-45,Other,Oceania,Tablet,Standard,13.99,167.88,Crypto,3,Action,34.6,1.73,High,19,Active,0,Retained,0.0
18be905c-203f-4de2-8e78-ef10061fc57f,55,46-55,Other,Asia,Desktop,Basic,8.99,107.88,Debit Card,1,Documentary,24.58,1.29,High,18,Active,0,Retained,0.0
b7c1bdad-cafb-4586-a15d-fc9ff30a8115,45,36-45,Female,Oceania,TV,Standard,13.99,167.88,PayPal,1,Romance,7.39,1.06,High,6,Active,0,Retained,0.0
6e061f35-b1b5-4efe-9e37-f40a14d929b1,24,18-25,Male,Africa,Desktop,Premium,17.99,215.88,Crypto,2,Action,6.92,0.49,Medium,13,Active,0,Retained,0.0
8c2d377b-f6ec-44b5-ae08-3660c4358a93,30,26-35,Other,North America,Mobile,Premium,17.99,215.88,Debit Card,1,Horror,1.37,0.02,Low,55,At Risk,1,Churned,17.99
afcc5c55-a3d8-4e2f-ab95-3d34f5e0390d,69,56+,Female,Oceania,Laptop,Basic,8.99,107.88,Gift Card,1,Action,24.56,0.45,Medium,53,At Risk,1,Churned,8.99
2211b077-0300-4e0c-834c-e7751a45eb96,47,46-55,Other,Africa,Laptop,Standard,13.99,167.88,Crypto,1,Sci-Fi,15.87,0.3,Medium,52,At Risk,1,Churned,13.99
8d755725-4f16-4006-bdae-fa3dc9fa2579,49,46-55,Female,Asia,TV,Standard,13.99,167.88,Debit Card,3,Action,7.62,0.27,Medium,27,At Risk,0,Retained,0.0
c39a5943-fe7c-46ec-8d3c-2a24ab46733b,67,56+,Male,Oceania,Tablet,Standard,13.99,167.88,PayPal,1,Drama,3.05,0.1,Low,29,At Risk,1,Churned,13.99
e62d9bc8-dab9-42e0-b6b2-e8d076fe843b,23,18-25,Female,Africa,Mobile,Premium,17.99,215.88,Debit Card,2,Romance,13.31,0.38,Medium,34,At Risk,1,Churned,17.99
7a89d8b6-28ec-4b0c-9d3b-88e0a5119e3b,67,56+,Male,Oceania,Desktop,Basic,8.99,107.88,Crypto,5,Documentary,1.56,1.56,High,0,Active,0,Retained,0.0
c8648f0f-0b92-4445-a3a7-5c48711cbc07,57,56+,Male,South America,Mobile,Premium,17.99,215.88,Gift Card,2,Comedy,0.97,0.03,Low,32,At Risk,1,Churned,17.99
ebe928a7-de65-4567-b349-06056b35e6a6,55,46-55,Other,North America,Mobile,Standard,13.99,167.88,Credit Card,5,Romance,21.58,0.44,Medium,48,At Risk,0,Retained,0.0
8b3597af-7da9-405d-9815-60d1e4dbe2e5,35,26-35,Other,Europe,Tablet,Standard,13.99,167.88,Credit Card,2,Comedy,22.59,1.33,High,16,Active,0,Retained,0.0
839ec473-5f41-4a8b-955a-ec14b3a9cad4,22,18-25,Female,Asia,TV,Standard,13.99,167.88,Crypto,4,Documentary,9.69,0.27,Medium,35,At Risk,1,Churned,13.99
cdf4012d-14b0-41d5-ab40-cc6627fe1e3b,34,26-35,Male,North America,Mobile,Premium,17.99,215.88,PayPal,2,Romance,12.82,0.28,Medium,45,At Risk,1,Churned,17.99
aa97d1a3-c4ad-4c76-bd2a-56f1b46a753c,19,18-25,Male,Asia,Tablet,Standard,13.99,167.88,PayPal,1,Sci-Fi,4.34,2.17,High,1,Active,0,Retained,0.0
6ead42f9-86d8-4c66-b2fc-3d791323186d,25,18-25,Female,South America,Laptop,Premium,17.99,215.88,Credit Card,1,Action,15.95,1.0,High,15,Active,0,Retained,0.0
9235d289-6d46-46ba-a48a-1cf4ea18b599,49,46-55,Other,North America,Tablet,Premium,17.99,215.88,Debit Card,5,Romance,2.05,0.14,Low,14,Active,0,Retained,0.0
20529e32-d3e7-4cfc-8210-b6468cdbe2a4,55,46-55,Other,Europe,Tablet,Premium,17.99,215.88,PayPal,3,Action,3.86,0.15,Low,25,At Risk,1,Churned,17.99
bfe7729e-7d5d-4850-b496-51e891158836,36,36-45,Other,Africa,TV,Basic,8.99,107.88,PayPal,4,Action,1.68,0.15,Low,10,Active,1,Churned,8.99
783c7652-37b8-4be0-b8bc-fb51bd4b5578,27,26-35,Other,Oceania,TV,Premium,17.99,215.88,Crypto,3,Drama,46.88,0.82,High,56,At Risk,0,Retained,0.0
2117b36a-9e3e-4077-ac5b-03540bb38461,49,46-55,Male,Oceania,Desktop,Standard,13.99,167.88,Gift Card,2,Comedy,4.22,0.08,Low,50,At Risk,1,Churned,13.99
ceec2c10-9770-48d1-8366-344fa66195b1,54,46-55,Female,South America,Desktop,Basic,8.99,107.88,Gift Card,3,Drama,26.88,0.6,High,44,At Risk,0,Retained,0.0
854b2bfd-6773-413f-b385-02338fa3a316,31,26-35,Female,North America,Mobile,Standard,13.99,167.88,Debit Card,5,Drama,2.23,0.06,Low,39,At Risk,1,Churned,13.99
ee53be31-fb36-41d9-8eb2-1a4c1d976552,31,26-35,Male,South America,Desktop,Premium,17.99,215.88,PayPal,5,Drama,14.15,0.57,High,24,At Risk,0,Retained,0.0
c9c8202c-992c-4e6c-b04f-0e2961ea87cc,42,36-45,Female,Europe,Mobile,Basic,8.99,107.88,Credit Card,5,Horror,49.49,1.24,High,39,At Risk,0,Retained,0.0
022f9c7a-8276-494a-8629-086ad5e81df1,30,26-35,Male,Europe,Tablet,Premium,17.99,215.88,Crypto,4,Comedy,8.79,0.4,Medium,21,At Risk,0,Retained,0.0
1a0f21b6-454a-4a22-88a8-5045b9d00fa4,58,56+,Male,North America,Mobile,Standard,13.99,167.88,Debit Card,2,Romance,14.57,0.63,High,22,At Risk,0,Retained,0.0
616199ed-33c4-4ff5-9450-251fc608d3a1,63,56+,Other,Africa,TV,Standard,13.99,167.88,PayPal,1,Comedy,25.73,2.14,High,11,Active,0,Retained,0.0
d1593b1d-ef59-4d4a-a169-5ff338b8baef,60,56+,Male,Asia,Desktop,Standard,13.99,167.88,Gift Card,3,Documentary,3.01,0.1,Low,30,At Risk,1,Churned,13.99
749b69f5-8a24-428a-880c-86057af2a485,66,56+,Male,South America,Tablet,Basic,8.99,107.88,PayPal,3,Drama,12.05,0.35,Medium,33,At Risk,1,Churned,8.99
a2eab47c-dc4c-427f-88f8-755051b303fb,51,46-55,Female,South America,Mobile,Premium,17.99,215.88,Credit Card,2,Horror,3.7,0.1,Low,37,At Risk,1,Churned,17.99
b313f39d-0675-4bef-9b10-573146872adf,63,56+,Male,Oceania,Mobile,Premium,17.99,215.88,Credit Card,1,Documentary,5.84,0.28,Medium,20,Active,0,Retained,0.0
09a76bc9-4048-4403-8087-a31cdb16556e,31,26-35,Male,Oceania,Desktop,Basic,8.99,107.88,Debit Card,5,Comedy,48.35,4.03,High,11,Active,0,Retained,0.0
af9b0f0d-9532-48f2-ad24-bf41faa164a6,55,46-55,Other,North America,Desktop,Standard,13.99,167.88,Debit Card,4,Action,2.89,0.08,Low,37,At Risk,1,Churned,13.99
ec202012-e4bf-4b14-b5fe-4447d8cfb730,38,36-45,Male,South America,Desktop,Premium,17.99,215.88,Credit Card,4,Drama,29.84,0.52,High,56,At Risk,0,Retained,0.0
8c78b61b-0d41-4470-ade0-3ed2e2b36c28,65,56+,Other,North America,Desktop,Standard,13.99,167.88,Credit Card,1,Comedy,19.33,0.6,High,31,At Risk,0,Retained,0.0
da57899f-77b4-4b23-bcab-700db438f6d1,43,36-45,Female,Europe,TV,Premium,17.99,215.88,Credit Card,3,Action,2.5,0.07,Low,33,At Risk,1,Churned,17.99
361aff57-8a5f-4229-b4f5-f52544178dc7,63,56+,Male,North America,Tablet,Premium,17.99,215.88,Crypto,1,Romance,6.97,0.22,Medium,31,At Risk,1,Churned,17.99
900034d1-e7de-4e99-914e-4ad863061834,64,56+,Female,Africa,Mobile,Standard,13.99,167.88,PayPal,1,Romance,3.66,0.52,High,6,Active,0,Retained,0.0
6082e011-4f6d-4acb-93f2-3bfefd532880,58,56+,Female,North America,Mobile,Basic,8.99,107.88,Debit Card,5,Action,30.85,0.66,High,46,At Risk,0,Retained,0.0
4c7d404a-ebd5-4881-9fb5-302ad47f2fb8,31,26-35,Male,Europe,TV,Standard,13.99,167.88,PayPal,3,Sci-Fi,1.77,0.05,Low,34,At Risk,1,Churned,13.99
33146637-8d6b-4a63-b0be-65c67a894825,62,56+,Other,North America,Tablet,Standard,13.99,167.88,Debit Card,3,Romance,16.65,0.4,Medium,41,At Risk,1,Churned,13.99
746cea20-f12a-4b78-900d-fe19b5eaf91d,35,26-35,Male,Oceania,TV,Standard,13.99,167.88,Crypto,5,Action,25.08,8.36,High,2,Active,0,Retained,0.0
44361538-0ea0-4b91-bef5-4c5af2dc15bd,34,26-35,Other,Asia,Tablet,Standard,13.99,167.88,Debit Card,1,Comedy,23.2,1.22,High,18,Active,0,Retained,0.0
05e8a643-0a5c-4413-ae75-a4dcdccf9c62,65,56+,Other,Oceania,Tablet,Premium,17.99,215.88,Gift Card,3,Sci-Fi,37.82,1.18,High,31,At Risk,0,Retained,0.0
85b74247-a98b-47b1-91ba-8b7db3c3662c,68,56+,Male,Europe,Laptop,Standard,13.99,167.88,Crypto,3,Romance,28.44,0.51,Medium,55,At Risk,0,Retained,0.0
aaf3513b-97c7-46fa-b889-0d78c2ca0be7,46,46-55,Other,South America,Laptop,Standard,13.99,167.88,Credit Card,2,Romance,13.38,3.35,High,3,Active,0,Retained,0.0
62d2ca00-38a2-4f3b-a517-e212fb24e26e,62,56+,Female,South America,Mobile,Standard,13.99,167.88,Crypto,5,Drama,14.8,0.36,Medium,40,At Risk,1,Churned,13.99
005b6afc-cff9-432f-ae0e-265d9acb5a59,63,56+,Other,South America,Mobile,Premium,17.99,215.88,PayPal,4,Sci-Fi,3.39,0.06,Low,57,At Risk,1,Churned,17.99
4dbbc3f7-6ede-48ad-bf36-84c7e9188e3c,62,56+,Female,Oceania,Desktop,Premium,17.99,215.88,Debit Card,1,Comedy,13.15,1.1,High,11,Active,0,Retained,0.0
60559c1a-4093-4379-9e24-d2f033256395,41,36-45,Male,South America,Desktop,Basic,8.99,107.88,Debit Card,5,Drama,15.26,0.69,High,21,At Risk,0,Retained,0.0
842cacde-7763-4505-bef1-538dedd13be7,27,26-35,Other,South America,Tablet,Premium,17.99,215.88,Debit Card,2,Drama,79.17,6.09,High,12,Active,0,Retained,0.0
73772dd0-a793-479a-a5fa-51423747291a,60,56+,Female,North America,Laptop,Basic,8.99,107.88,Debit Card,1,Documentary,9.13,0.21,Medium,43,At Risk,1,Churned,8.99
52aa9ac1-8625-4421-8d2c-3ed00cf83389,60,56+,Male,Asia,Mobile,Premium,17.99,215.88,Debit Card,2,Drama,3.29,0.16,Low,20,Active,1,Churned,17.99
72452f35-f1ef-4881-a0f6-df6de0351844,58,56+,Female,Europe,Laptop,Standard,13.99,167.88,PayPal,1,Sci-Fi,9.52,0.18,Medium,51,At Risk,1,Churned,13.99
fdf130c6-cd3c-434b-abbf-4645c8ca928d,18,18-25,Male,Oceania,Tablet,Standard,13.99,167.88,Debit Card,4,Horror,3.56,0.15,Low,23,At Risk,0,Retained,0.0
f3dd9f07-99ca-4425-8eaa-62f1a949e8b1,48,46-55,Other,Africa,Mobile,Premium,17.99,215.88,Gift Card,5,Documentary,11.1,0.26,Medium,41,At Risk,1,Churned,17.99
f67b2663-cc48-4d48-a855-fc3e1e323a0f,26,26-35,Other,Oceania,Mobile,Standard,13.99,167.88,Debit Card,2,Documentary,23.13,0.83,High,27,At Risk,0,Retained,0.0
da8c00ec-40b0-400a-90b6-ed24b0b37c89,21,18-25,Male,Asia,Desktop,Premium,17.99,215.88,Debit Card,2,Sci-Fi,9.91,0.35,Medium,27,At Risk,0,Retained,0.0
6be0b14c-eaea-4580-b845-457df93bb828,46,46-55,Other,Asia,Laptop,Basic,8.99,107.88,Credit Card,2,Horror,6.22,0.17,Medium,36,At Risk,1,Churned,8.99
134e6a09-9723-4652-9213-fbfecaa84377,62,56+,Female,Europe,Tablet,Premium,17.99,215.88,Debit Card,5,Sci-Fi,0.45,0.02,Low,20,Active,0,Retained,0.0
31563b13-7c8d-41c6-bdf2-6a1a554574cd,35,26-35,Female,Oceania,Laptop,Standard,13.99,167.88,Credit Card,1,Action,17.53,0.45,Medium,38,At Risk,1,Churned,13.99
ce40f5f8-42ee-44e2-b754-bd3a626cf48d,61,56+,Female,Europe,Tablet,Standard,13.99,167.88,Crypto,2,Drama,4.52,0.21,Medium,21,At Risk,1,Churned,13.99
2682c90e-8e16-4cb6-88ae-1348cd5a62fb,37,36-45,Male,Asia,Mobile,Basic,8.99,107.88,Credit Card,4,Horror,9.69,0.39,Medium,24,At Risk,0,Retained,0.0
84cbf173-d71c-49cf-b015-0ea96838663a,46,46-55,Female,Asia,Laptop,Standard,13.99,167.88,Credit Card,2,Sci-Fi,5.78,1.16,High,4,Active,0,Retained,0.0
55587cf4-5322-467e-8066-2ac35e023421,41,36-45,Female,Europe,TV,Premium,17.99,215.88,Gift Card,3,Documentary,18.87,1.89,High,9,Active,0,Retained,0.0
72c5f29b-8e0a-4b81-99c2-6db14fd602a6,21,18-25,Female,Oceania,Desktop,Premium,17.99,215.88,Debit Card,4,Sci-Fi,4.89,1.22,High,3,Active,0,Retained,0.0
f1e8f248-727d-47f5-92da-d6f7610cfc5b,55,46-55,Female,Oceania,TV,Premium,17.99,215.88,PayPal,4,Drama,1.66,0.03,Low,54,At Risk,1,Churned,17.99
1cb5c1a8-8724-4edc-8255-06b1152f5dea,64,56+,Female,South America,Laptop,Premium,17.99,215.88,Crypto,3,Horror,4.42,0.25,Medium,17,Active,1,Churned,17.99
72e27837-1995-4843-8284-fadf89a8cfe8,36,36-45,Other,North America,Mobile,Premium,17.99,215.88,Gift Card,4,Documentary,13.38,0.58,High,22,At Risk,0,Retained,0.0
40e78b9f-b88b-4eb9-b6dd-f288901b072d,67,56+,Female,Europe,TV,Premium,17.99,215.88,PayPal,3,Action,9.87,1.41,High,6,Active,0,Retained,0.0
c82cb034-7c20-47af-901e-91379d90a183,23,18-25,Female,South America,TV,Premium,17.99,215.88,PayPal,4,Sci-Fi,23.6,0.41,Medium,56,At Risk,0,Retained,0.0
6d9e258d-3110-475f-ac1c-1eba0f56b7e8,19,18-25,Male,North America,Mobile,Basic,8.99,107.88,Credit Card,1,Romance,3.89,0.11,Low,33,At Risk,1,Churned,8.99
a9661b26-d812-406e-a1e2-58f640879a0a,20,18-25,Other,Africa,Tablet,Premium,17.99,215.88,Crypto,5,Drama,3.4,0.1,Low,33,At Risk,1,Churned,17.99
747d7b40-97b1-4207-923c-72d5c3e65343,50,46-55,Female,Europe,Tablet,Standard,13.99,167.88,Credit Card,4,Romance,3.58,0.07,Low,54,At Risk,1,Churned,13.99
8ba94dad-4f0e-4aaf-b8d5-c8b4deb2195b,33,26-35,Other,South America,Mobile,Premium,17.99,215.88,Crypto,4,Comedy,31.11,0.78,High,39,At Risk,0,Retained,0.0
cd2fbe59-0226-47ac-83f9-3aad8fdd9fd1,31,26-35,Other,Europe,Desktop,Premium,17.99,215.88,Credit Card,5,Horror,2.81,0.07,Low,39,At Risk,1,Churned,17.99
e443c6b3-1d47-4274-b231-23f2ffe08dc9,20,18-25,Male,Africa,Desktop,Standard,13.99,167.88,PayPal,3,Documentary,9.87,0.33,Medium,29,At Risk,0,Retained,0.0
7fdace55-3767-41d2-85d3-e43a5eddede6,18,18-25,Female,South America,Tablet,Basic,8.99,107.88,Crypto,3,Action,35.52,0.87,High,40,At Risk,0,Retained,0.0
85d2824e-34b3-4e81-8e27-d1426f49ae4b,31,26-35,Male,South America,Desktop,Premium,17.99,215.88,Gift Card,1,Sci-Fi,4.6,2.3,High,1,Active,0,Retained,0.0
4b1e6601-b97e-479b-b01c-5228f3c6681e,47,46-55,Other,Africa,Tablet,Premium,17.99,215.88,Gift Card,2,Documentary,14.24,0.37,Medium,37,At Risk,1,Churned,17.99
fa19687b-872c-4163-a900-59f1b4098ed9,49,46-55,Female,Asia,Mobile,Basic,8.99,107.88,Debit Card,2,Horror,2.9,0.06,Low,46,At Risk,1,Churned,8.99
90b17b2a-6b37-4913-acb5-70b9a7fb7400,30,26-35,Female,Oceania,Laptop,Basic,8.99,107.88,Credit Card,5,Comedy,24.74,1.37,High,17,Active,0,Retained,0.0
f2d0a49a-a99d-440c-8495-66a3e2e4d7f9,22,18-25,Other,Asia,TV,Basic,8.99,107.88,Gift Card,2,Sci-Fi,2.93,0.1,Low,27,At Risk,1,Churned,8.99
79f6a459-5e71-40e9-831a-8657ed6f160b,61,56+,Other,North America,Tablet,Standard,13.99,167.88,Gift Card,5,Romance,5.98,2.99,High,1,Active,0,Retained,0.0
fd3c898e-3bfd-453b-b00e-839eaf2dd443,59,56+,Other,North America,Desktop,Premium,17.99,215.88,Crypto,3,Romance,24.59,0.49,Medium,49,At Risk,0,Retained,0.0
d88332b4-4d6a-49a9-a74c-55a5d43f3785,42,36-45,Male,South America,Laptop,Premium,17.99,215.88,Crypto,4,Sci-Fi,18.17,6.06,High,2,Active,0,Retained,0.0
ad1d5a11-4a28-49fe-ab0d-9d9708af9ae4,21,18-25,Female,North America,Laptop,Basic,8.99,107.88,Credit Card,3,Romance,13.97,0.93,High,14,Active,0,Retained,0.0
f5a0302a-6df7-4cad-b563-199ad2af75da,35,26-35,Male,South America,Tablet,Basic,8.99,107.88,Credit Card,4,Romance,4.58,0.11,Low,42,At Risk,1,Churned,8.99
2dab7db6-0652-42aa-9bbd-c685fadca648,32,26-35,Other,Africa,TV,Basic,8.99,107.88,Crypto,4,Romance,17.18,0.75,High,22,At Risk,0,Retained,0.0
123f622f-26f1-431d-bc19-2219c6e7fc86,65,56+,Female,Asia,TV,Premium,17.99,215.88,Gift Card,1,Documentary,4.89,0.7,High,6,Active,0,Retained,0.0
4b9d865e-50f1-447e-8e49-89d2c6acd3b3,59,56+,Other,Oceania,Tablet,Standard,13.99,167.88,Debit Card,1,Sci-Fi,6.77,0.29,Medium,22,At Risk,0,Retained,0.0
4891e3c6-f53b-45af-ad62-12572f687302,70,56+,Other,Asia,Mobile,Basic,8.99,107.88,Credit Card,5,Action,1.28,0.02,Low,52,At Risk,1,Churned,8.99
2e3a45b3-b511-42dd-b3e3-e9ce9d182b7a,63,56+,Male,North America,Tablet,Premium,17.99,215.88,Credit Card,5,Documentary,8.54,0.16,Low,51,At Risk,0,Retained,0.0
5519a119-ca14-4ca1-9518-40ab23d4ea93,29,26-35,Other,Europe,Desktop,Basic,8.99,107.88,PayPal,1,Action,17.58,5.86,High,2,Active,0,Retained,0.0
ccaded82-6e9b-4863-b165-cb90cb39fd26,30,26-35,Other,North America,Tablet,Basic,8.99,107.88,PayPal,4,Action,9.28,0.21,Medium,44,At Risk,1,Churned,8.99
52c7f909-500a-4c6d-851d-e504c27ec859,52,46-55,Other,South America,Tablet,Basic,8.99,107.88,Gift Card,3,Comedy,6.18,0.15,Low,41,At Risk,1,Churned,8.99
d019bb17-c284-4b18-b15e-a8625a16d93f,49,46-55,Other,North America,Mobile,Standard,13.99,167.88,Crypto,2,Action,5.88,0.14,Low,40,At Risk,1,Churned,13.99
efe01bcd-e159-4494-a1d3-6e8432a0c269,33,26-35,Male,Europe,Tablet,Standard,13.99,167.88,Gift Card,5,Drama,2.86,0.09,Low,30,At Risk,1,Churned,13.99
552fb14c-c171-4f05-895a-61d49233686b,22,18-25,Female,Europe,TV,Basic,8.99,107.88,Crypto,1,Horror,3.71,0.13,Low,28,At Risk,1,Churned,8.99
99e08a07-d0de-46c9-997d-1fb9452bea46,29,26-35,Male,South America,Mobile,Basic,8.99,107.88,Debit Card,5,Horror,1.7,0.04,Low,43,At Risk,1,Churned,8.99
45291e8c-5116-4068-9168-545eecfaf691,67,56+,Female,Europe,Laptop,Standard,13.99,167.88,Gift Card,1,Sci-Fi,1.02,0.05,Low,20,Active,1,Churned,13.99
00477256-578d-4abd-8ed8-3a5e75539e7a,53,46-55,Female,South America,Mobile,Premium,17.99,215.88,Gift Card,2,Romance,1.36,0.04,Low,35,At Risk,1,Churned,17.99
a8f0268f-cb07-4c40-9fde-dbe0f1c737fc,40,36-45,Male,North America,Mobile,Premium,17.99,215.88,Debit Card,5,Romance,12.26,3.06,High,3,Active,0,Retained,0.0
3b237337-1044-4e5d-a612-e1a9e5f6eb36,56,56+,Other,Europe,Laptop,Premium,17.99,215.88,Debit Card,2,Action,1.43,0.08,Low,16,Active,1,Churned,17.99
80e4a598-68b9-48e1-8bc0-4dbfa54d769e,35,26-35,Female,South America,Desktop,Basic,8.99,107.88,Gift Card,2,Drama,26.9,0.54,High,49,At Risk,0,Retained,0.0
33563d42-7f51-405c-8328-8cd881128656,54,46-55,Male,Oceania,TV,Basic,8.99,107.88,Credit Card,5,Drama,3.13,0.18,Medium,16,Active,1,Churned,8.99
4949efaa-be29-41cc-a0ee-683eaa53f442,19,18-25,Other,Asia,Desktop,Basic,8.99,107.88,Crypto,5,Documentary,3.72,0.31,Medium,11,Active,1,Churned,8.99
4cea2a42-ffdf-49e0-a1c0-5a13b3bdffe3,28,26-35,Male,Africa,Laptop,Premium,17.99,215.88,Crypto,4,Horror,16.17,0.34,Medium,46,At Risk,1,Churned,17.99
e301bbbc-80e3-4e8a-9016-545ab980b0cf,19,18-25,Other,Europe,Tablet,Basic,8.99,107.88,PayPal,4,Horror,5.18,0.12,Low,43,At Risk,1,Churned,8.99
5945dc09-1b5b-4511-ac0d-20135699628e,34,26-35,Male,Asia,Tablet,Basic,8.99,107.88,Credit Card,5,Action,1.89,0.03,Low,59,At Risk,1,Churned,8.99
69281385-44f2-48fb-abf2-dc483ee5be8b,19,18-25,Male,Asia,TV,Premium,17.99,215.88,Gift Card,3,Drama,8.03,4.01,High,1,Active,0,Retained,0.0
844f2522-32e3-4f44-a960-cd0c13881618,45,36-45,Other,North America,Laptop,Basic,8.99,107.88,Crypto,3,Sci-Fi,3.4,0.12,Low,27,At Risk,1,Churned,8.99
8bc108d0-ddb9-4aa9-8c28-081008f38cb6,50,46-55,Other,South America,Tablet,Basic,8.99,107.88,Gift Card,2,Sci-Fi,0.11,0.06,Low,1,Active,1,Churned,8.99
7bb33e01-e208-48b0-9c0b-cd38833b1124,47,46-55,Female,Africa,Desktop,Standard,13.99,167.88,PayPal,1,Action,40.12,0.72,High,55,At Risk,0,Retained,0.0
21f1a30f-ff82-424c-b085-7770795446c1,40,36-45,Female,South America,Desktop,Standard,13.99,167.88,Crypto,4,Sci-Fi,32.88,0.89,High,36,At Risk,0,Retained,0.0
5fa579a5-f777-4206-98c3-de5d03627c6c,41,36-45,Female,Oceania,Tablet,Standard,13.99,167.88,Crypto,4,Action,6.26,0.37,Medium,16,Active,0,Retained,0.0
ffdade4e-d794-42ce-a50d-25f0a5729e88,48,46-55,Other,Europe,Mobile,Premium,17.99,215.88,PayPal,1,Drama,16.78,5.59,High,2,Active,0,Retained,0.0
e8fda88a-2847-4cb4-b5a0-b7f0c3454405,67,56+,Other,North America,Tablet,Standard,13.99,167.88,Crypto,1,Documentary,3.29,0.13,Low,25,At Risk,1,Churned,13.99
